name,team,position,age,games_played,games_started,passing_yards,passing_tds,interceptions,rushing_atts,rushing_yards,rushing_tds,targets,receptions,receiving_yards,receiving_tds,fumbles,fumbles_lost,two_point_conversions,two_point_conversions_passing,fantasy_points_standard,fantasy_points_ppr,player_id
Hayden Hurst,BAL,TE,26,16,4,0,0,0,0,0,0,39,30,349,2,0,0,,,47,76.9,HursHa00
Foster Moreau,OAK,TE,22,13,7,0,0,0,0,0,0,25,21,174,5,0,0,,,47,68.4,MoreFo00
Jalen Richard,OAK,RB,26,16,0,0,0,0,39,145,0,43,36,323,0,2,0,,,47,82.8,RichJa01
Jordan Wilkins,IND,RB,25,14,1,0,0,0,51,307,2,11,7,43,0,0,0,,,47,54.0,WilkJo01
Vance McDonald,PIT,TE,29,14,14,0,0,0,1,2,0,55,38,273,3,1,0,,,46,83.5,McDoVa00
Albert Wilson,MIA,WR,27,13,4,20,0,0,5,45,0,62,43,351,1,0,0,,,46,89.4,WilsAl02
Patrick Laird,MIA,RB,24,15,4,0,0,0,62,168,1,30,23,204,0,0,0,1,,45,68.2,LairPa00
Ricky Seals-Jones,CLE,WR,24,14,3,0,0,0,0,0,0,22,14,229,4,1,1,,,45,58.9,SealRi00
Kaden Smith,NYG,TE,22,9,6,0,0,0,0,0,0,42,31,268,3,2,0,,,45,75.8,SmitKa00
Nick Boyle,BAL,TE,26,16,15,0,0,0,0,0,0,43,31,321,2,0,0,,,44,75.1,BoylNi00
Jeff Wilson,SFO,RB,24,10,0,0,0,0,27,105,4,5,3,34,1,0,0,,,44,46.9,WilsJe01
David Moore,SEA,WR,24,14,1,0,0,0,3,25,0,34,17,301,2,2,1,,,43,59.6,MoorDa03
Irv Smith Jr.,MIN,TE,21,16,7,0,0,0,0,0,0,47,36,311,2,1,0,,,43,79.1,SmitIr01
Brandon Bolden,NWE,RB,29,15,2,0,0,0,15,68,3,11,9,111,1,0,0,,,42,50.9,BoldBr00
Justice Hill,BAL,RB,22,16,0,0,0,0,58,225,2,15,8,70,0,0,0,,,42,49.5,HillJu00
Cody Latimer,NYG,WR,27,15,10,0,0,0,0,0,0,42,24,300,2,0,0,,,42,66.0,LatiCo00
Matt Moore,KAN,QB,35,6,2,659,4,0,5,-1,0,0,0,0,0,2,0,,,42,42.3,MoorMa01
Bo Scarbrough,DET,RB,25,6,5,0,0,0,89,377,1,4,1,5,0,1,1,,,42,43.2,ScarBo01
Geronimo Allison,GNB,WR,25,16,6,0,0,0,1,7,0,55,34,287,2,2,1,1,,41,75.4,AlliGe01
Josh Hill,NOR,TE,29,16,11,0,0,0,0,0,0,35,25,226,3,0,0,,,41,65.6,HillJo02
Dion Lewis,TEN,RB,29,16,1,0,0,0,54,209,0,32,25,164,1,1,1,,,41,66.3,LewiDi00
Josh Reynolds,LAR,WR,24,16,2,0,0,0,5,23,0,43,21,326,1,0,0,,,41,61.9,ReynJo00
Damiere Byrd,ARI,WR,26,11,3,0,0,0,0,0,0,46,32,359,1,1,1,,,40,71.9,ByrdDa00
Marcus Johnson,IND,WR,25,8,6,0,0,0,0,0,0,33,17,277,2,0,0,,,40,56.7,JohnMa07
Dare Ogunbowale,TAM,RB,25,16,0,0,0,0,11,17,2,46,35,286,0,2,1,,,40,75.3,OgunDa00
Seth Roberts,BAL,WR,28,16,0,0,0,0,0,0,0,35,21,271,2,0,0,,,39,60.1,RobeSe00
Kalen Ballage,MIA,RB,24,12,6,0,0,0,74,135,3,24,14,63,0,0,0,,,38,51.8,BallKa00
Giovani Bernard,CIN,RB,28,16,2,0,0,0,53,170,0,43,30,234,0,2,1,,,38,68.4,BernGi00
Miles Boykin,BAL,WR,23,16,11,0,0,0,0,0,0,22,13,198,3,0,0,,,38,50.8,BoykMi00
Nick Foles,JAX,QB,30,4,4,736,3,2,4,23,0,0,0,0,0,2,2,,1,38,37.7,FoleNi00
Ryquell Armstead,JAX,RB,23,16,1,0,0,0,35,108,0,24,14,144,2,0,0,,,37,51.2,ArmsRy00
Wayne Gallman,NYG,RB,25,10,2,0,0,0,29,110,2,15,11,102,1,0,1,,,37,48.2,GallWa00
Kelvin Harmon,WAS,WR,23,16,8,11,0,0,0,0,0,44,30,365,0,0,0,,,37,66.9,HarmKe00
Paul Richardson,WAS,WR,27,10,6,0,0,0,1,0,0,42,28,245,2,0,0,,,37,64.5,RichPa01
DaeSean Hamilton,DEN,WR,24,16,2,0,0,0,0,0,0,52,28,297,1,0,0,,,36,63.7,HamiDa01
Ty Johnson,DET,RB,22,16,1,0,0,0,63,273,0,31,24,109,0,1,1,,,36,60.2,JohnTy02
Isaiah McKenzie,BUF,WR,24,15,8,0,0,0,8,49,0,39,27,254,1,0,0,,,36,63.3,McKeIs00
Jakobi Meyers,NWE,WR,23,15,1,0,0,0,0,0,0,41,26,359,0,0,0,,,36,61.9,MeyeJa01
C.J. Uzomah,CIN,TE,26,16,16,0,0,0,0,0,0,40,27,242,2,0,0,,,36,63.2,UzomC.00
Demetrius Harris,CLE,TE,28,15,6,0,0,0,0,0,0,27,15,149,3,0,0,1,,35,49.9,HarrDe03
Jonathan Williams,IND,RB,25,9,1,0,0,0,49,235,1,5,5,59,0,0,0,,,35,40.4,WillJo07
Tavon Austin,DAL,WR,29,14,0,0,0,0,6,47,1,24,13,177,1,1,0,,,34,47.4,AustTa00
Delanie Walker,TEN,TE,35,7,4,0,0,0,0,0,0,31,21,215,2,1,0,,,34,54.5,WalkHu00
Brandon Allen,DEN,QB,27,3,3,515,3,2,10,39,0,0,0,0,0,0,0,,,33,32.5,AlleBr00
Marvin Hall,DET,WR,26,9,0,0,0,0,1,7,0,11,7,261,1,0,0,,,33,39.8,HallMa02
Matt Schaub,ATL,QB,38,6,1,580,3,1,3,-3,0,0,0,0,0,1,1,,1,33,32.9,SchaMa00
Jaron Brown,SEA,WR,29,14,4,0,0,0,0,0,0,28,16,220,2,1,1,,,32,48.0,BrowJa03
Vyncint Smith,NYJ,WR,23,13,4,0,0,0,3,52,1,31,17,225,0,1,1,,,32,48.7,SmitVy00
Greg Ward,PHI,WR,24,7,3,0,0,0,1,5,0,40,28,254,1,0,0,,,32,59.9,WardGr02
Pharoh Cooper,2TM,WR,24,13,1,0,0,0,1,2,0,33,25,243,1,0,0,,,31,55.5,CoopPh00
Keke Coutee,HOU,WR,22,9,4,0,0,0,2,14,1,36,22,254,0,1,1,,,31,52.8,CoutKe00
Kyle Juszczyk*,SFO,FB,28,12,12,0,0,0,3,7,0,24,20,239,1,0,0,,,31,50.6,JuszKy00
Malik Turner,SEA,WR,23,15,3,0,0,0,0,0,0,22,15,245,1,0,0,,,31,45.5,TurnMa00
Charles Clay,ARI,TE,30,15,10,0,0,0,0,0,0,24,18,237,1,0,0,,,30,47.7,ClayCh00
Qadree Ollison,ATL,RB,23,8,0,0,0,0,22,50,4,2,1,7,0,1,0,,,30,30.7,OlliQa00
Chester Rogers,IND,WR,25,12,6,0,0,0,1,18,0,28,16,179,2,2,1,,,30,45.7,RogeCh02
Jeremy Sprinkle,WAS,TE,25,16,13,0,0,0,0,0,0,40,26,241,1,1,0,,,30,56.1,SpriJe00
Jarius Wright,CAR,WR,30,16,9,0,0,0,1,-7,0,58,28,296,0,0,0,,,29,56.9,WrigJa02
DeSean Jackson,PHI,WR,33,3,3,0,0,0,0,0,0,10,9,159,2,0,0,,,28,36.9,JackDe00
Jake Kumerow,GNB,WR,27,14,4,0,0,0,0,0,0,21,12,219,1,0,0,,,28,39.9,KumeJa00
Scott Miller,TAM,WR,22,10,2,0,0,0,2,16,0,26,13,200,1,0,0,,,28,40.6,MillSc01
Justin Watson,TAM,WR,24,16,2,0,0,0,0,0,0,26,15,159,2,0,0,,,28,42.9,WatsJu01
Jakeem Grant,MIA,WR,27,10,2,0,0,0,4,5,1,33,19,164,0,2,1,,,27,45.9,GranJa00
N'Keal Harry,NWE,WR,22,7,5,0,0,0,5,49,0,24,12,105,2,0,0,,,27,39.4,HarrNK00
James O'Shaughnessy,JAX,TE,27,5,5,0,0,0,0,0,0,20,14,153,2,0,0,,,27,41.3,O'ShJa00
Mark Walton,MIA,RB,22,7,4,0,0,0,53,201,0,21,15,89,0,1,1,,,27,42.0,WaltMa00
Chase Daniel,CHI,QB,33,3,1,435,3,2,6,6,0,0,0,0,0,0,0,,,26,26.0,DaniCh00
Anthony Firkser,TEN,FB,24,15,1,0,0,0,0,0,0,24,14,204,1,0,0,,,26,40.4,FirkAn00
Isaiah Ford,MIA,WR,23,8,0,0,0,0,1,11,0,35,23,244,0,0,0,,,26,48.5,FordIs00
Marquise Goodwin,SFO,WR,29,9,6,0,0,0,1,15,0,21,12,186,1,0,0,,,26,38.1,GoodMa00
Dontrell Hilliard,CLE,RB,24,14,0,0,0,0,13,49,2,15,12,92,0,2,0,,,26,38.1,HillDo00
Andy Isabella,ARI,WR,23,15,1,0,0,0,4,15,0,13,9,189,1,0,0,,,26,35.4,IsabAn00
Bilal Powell,NYJ,RB,31,13,1,0,0,0,59,229,0,12,7,33,0,0,0,,,26,33.2,PoweBi00
Trey Quinn,WAS,WR,24,12,6,0,0,0,0,0,0,47,26,198,1,1,1,1,,26,51.8,QuinTr00
Damion Ratley,CLE,WR,24,13,3,0,0,0,0,0,0,24,12,200,1,0,0,,,26,38.0,RatlDa00
Maxx Williams,ARI,TE,25,16,10,0,0,0,0,0,0,19,15,202,1,0,0,,,26,41.2,WillMa04
Dan Arnold,2TM,WR,24,5,1,0,0,0,0,0,0,14,8,127,2,0,0,,,25,32.7,ArnoDa00
Ryan Finley,CIN,QB,25,3,3,474,2,2,10,77,0,0,0,0,0,4,3,,,25,24.7,FinlRy00
KeeSean Johnson,ARI,WR,23,10,4,0,0,0,1,3,0,42,21,187,1,1,1,1,,25,46.0,JohnKe07
Cordarrelle Patterson*+,CHI,WR,28,16,4,0,0,0,17,103,0,17,11,83,0,0,0,,,25,35.6,PattCo00
Ito Smith,ATL,RB,24,7,0,0,0,0,22,106,1,14,11,87,0,0,0,,,25,36.3,SmitIt00
Javon Wims,CHI,WR,25,16,6,0,0,0,0,0,0,39,18,186,1,0,0,,,25,42.6,WimsJa00
Ameer Abdullah,MIN,RB,26,16,0,0,0,0,23,115,0,21,15,88,1,1,1,,,24,39.3,AbduAm00
Myles Gaskin,MIA,RB,22,7,0,0,0,0,36,133,1,12,7,51,0,0,0,,,24,31.4,GaskMy00
Dante Pettis,SFO,WR,24,11,4,16,0,0,0,0,0,24,11,109,2,0,0,,,24,34.5,PettDa00
Laquon Treadwell,MIN,WR,24,13,1,0,0,0,0,0,0,16,9,184,1,0,0,,,24,33.4,TreaLa00
Olamide Zaccheaus,ATL,WR,22,10,0,0,0,0,0,0,0,5,3,115,1,0,0,,,24,26.5,ZaccOl01
JJ Arcega-Whiteside,PHI,WR,23,16,5,0,0,0,0,0,0,22,10,169,1,0,0,,,23,32.9,ArceJJ00
Reggie Bonnafon,CAR,RB,23,16,0,0,0,0,16,116,1,9,6,57,0,0,0,,,23,29.3,BonnRe00
Rhett Ellison,NYG,TE,31,10,7,0,0,0,0,0,0,28,18,167,1,0,0,,,23,40.7,ElliRh00
Bennie Fowler,NYG,WR,28,8,2,0,0,0,1,20,0,36,23,193,0,0,0,1,,23,46.3,FowlBe00
Byron Pringle,KAN,WR,26,16,0,0,0,0,0,0,0,16,12,170,1,0,0,,,23,35.0,PrinBy00
Darwin Thompson,KAN,RB,22,12,0,0,0,0,37,128,1,10,9,43,0,0,0,,,23,32.1,ThomDa06
Logan Thomas,DET,TE,28,16,3,0,0,0,0,0,0,28,16,173,1,0,0,,,23,39.3,ThomLo00
Duke Williams,BUF,WR,27,4,3,0,0,0,0,0,0,19,12,166,1,0,0,,,23,34.6,WillDu01
Justin Jackson,LAC,RB,23,7,0,0,0,0,29,200,0,11,9,22,0,0,0,,,22,31.2,JackJu01
Zay Jones,2TM,WR,24,15,9,0,0,0,1,3,0,45,27,216,0,0,0,,,22,48.9,JoneZa00
Marcedes Lewis,GNB,TE,35,16,11,0,0,0,0,0,0,19,15,156,1,0,0,,,22,36.6,LewiMa00
Tim Patrick,DEN,WR,26,8,2,0,0,0,0,0,0,31,16,218,0,0,0,,,22,37.8,PatrTi00
Ross Dwelley,SFO,TE,24,16,6,0,0,0,0,0,0,22,15,91,2,0,0,,,21,36.1,DwelRo00
Jaeden Graham,ATL,TE,24,16,0,0,0,0,0,0,0,10,9,149,1,0,0,,,21,29.9,GrahJa01
C.J. Ham*,MIN,FB,26,16,7,0,0,0,7,17,0,26,17,149,1,1,1,,,21,37.6,HamxC.00
Brian Hoyer,IND,QB,34,4,1,372,4,4,8,2,0,0,0,0,0,2,1,,,21,21.1,HoyeBr00
Kalif Raymond,TEN,WR,25,8,1,0,0,0,1,-5,0,12,9,170,1,1,1,,,21,29.5,RaymKa00
Parris Campbell,IND,WR,22,7,3,0,0,0,4,34,0,24,18,127,1,3,1,,,20,38.1,CampPa00
Derek Carrier,OAK,TE,29,16,4,0,0,0,1,27,0,19,13,108,1,0,0,,,20,32.5,CarrDe00
Trevor Davis,3TM,WR,26,14,4,0,0,0,4,73,1,11,8,111,0,3,2,,,20,28.4,DaviTr03
Justin Hardy,ATL,WR,28,16,1,0,0,0,0,0,0,26,19,195,0,0,0,,,20,38.5,HardJu00
Richie James,SFO,WR,24,16,1,0,0,0,2,-1,0,10,6,165,1,1,1,,,20,26.4,JameRi00
Ian Thomas,CAR,TE,23,16,3,0,0,0,0,0,0,30,16,136,1,0,0,,,20,35.6,ThomIa00
Matt LaCosse,NWE,TE,27,11,8,0,0,0,0,0,0,19,13,131,1,0,0,,,19,32.1,LaCoMa00
Ty Montgomery,NYJ,WR,26,16,2,0,0,0,32,103,0,17,13,90,0,0,0,,,19,32.3,MontTy01
C.J. Prosise,SEA,RB,25,9,0,0,0,0,23,72,1,12,10,76,0,1,1,,,19,28.8,ProsC.00
Vernon Davis,WAS,TE,35,4,1,0,0,0,0,0,0,19,10,123,1,0,0,,,18,28.3,DaviVe00
Darrell Henderson,LAR,RB,22,13,0,0,0,0,39,147,0,6,4,37,0,0,0,,,18,22.4,HendDa00
Dontrelle Inman,2TM,WR,30,7,1,0,0,0,0,0,0,21,12,181,0,0,0,,,18,30.1,InmaDo00
Josh Rosen,MIA,QB,22,6,3,567,1,5,3,13,0,0,0,0,0,1,0,,,18,18.0,RoseJo01
Jeff Heuerman,DEN,TE,27,14,11,0,0,0,0,0,0,20,14,114,1,0,0,,,17,31.4,HeueJe00
Travis Homer,SEA,RB,21,16,1,0,0,0,18,114,0,13,11,56,0,0,0,,,17,28.0,HomeTr00
Ryan Izzo,NWE,TE,24,6,4,0,0,0,0,0,0,9,6,114,1,0,0,,,17,23.4,IzzoRy00
A.J. McCarron,HOU,QB,29,2,1,225,0,1,5,39,1,0,0,0,0,0,0,,,17,16.9,McCaA.00
Cam Newton,CAR,QB,30,2,2,572,0,1,5,-2,0,0,0,0,0,2,2,,,17,16.7,NewtCa00
Nick O'Leary,2TM,TE,27,12,5,0,0,0,0,0,0,18,13,109,1,1,0,,,17,29.9,OLeaNi00
Devin Smith,DAL,WR,27,4,2,0,0,0,0,0,0,9,5,113,1,0,0,,,17,22.3,SmitDe04
Nick Vannett,2TM,TE,26,16,7,0,0,0,0,0,0,22,17,166,0,0,0,,,17,33.6,VannNi00
Ben Watson,NWE,TE,39,10,8,0,0,0,0,0,0,24,17,173,0,0,0,,,17,34.3,WatsBe00
T.J. Yeldon,BUF,RB,26,6,0,0,0,0,17,63,0,15,13,124,0,1,1,,,17,29.7,YeldT.00
Andrew Beck,DEN,TE,23,16,6,6,0,0,1,3,0,12,9,90,1,0,0,,,16,24.5,BeckAn01
Robert Griffin III,BAL,QB,29,7,1,225,1,2,20,70,0,0,0,0,0,0,0,,,16,16.0,GrifRo01
Hale Hentges,WAS,TE,23,11,4,0,0,0,0,0,0,14,8,103,1,0,0,,,16,24.3,HentHa00
Robert Tonyan,GNB,TE,25,11,1,0,0,0,0,0,0,15,10,100,1,0,0,,,16,26.0,TonyRo00
Joshua Perkins,PHI,TE,26,5,0,0,0,0,0,0,0,13,9,87,1,0,0,,,15,23.7,PerkJo02
MyCole Pruitt,TEN,TE,27,16,10,0,0,0,0,0,0,8,6,90,1,0,0,,,15,21.0,PruiMy00
Wendell Smallwood,WAS,RB,25,15,0,0,0,0,22,81,0,13,9,64,0,0,0,,,15,23.5,SmalWe00
DeAndre Carter,HOU,WR,26,16,3,0,0,0,0,0,0,14,11,162,0,2,1,,,14,25.2,CartDe02
Seth Devalve,JAX,TE,26,12,6,0,0,0,0,0,0,18,12,140,0,0,0,,,14,26.0,DevaSe00
Trey Edmunds,PIT,RB,25,11,0,0,0,0,22,92,0,7,6,48,0,0,0,,,14,20.0,EdmuTr00
Virgil Green,LAC,TE,31,15,4,0,0,0,0,0,0,13,9,78,1,0,0,,,14,22.8,GreeVi00
Wes Hills,DET,RB,24,1,1,0,0,0,10,21,2,2,2,1,0,0,0,,,14,16.2,HillWe00
Jesse James,DET,TE,25,16,11,0,0,0,0,0,0,27,16,142,0,0,0,,,14,30.2,JameJe00
Daniel Brown,NYJ,WR,27,16,5,0,0,0,0,0,0,11,7,72,1,0,0,,,13,20.2,BrowDa04
Keelan Doss,OAK,WR,23,8,2,0,0,0,0,0,0,14,11,133,0,0,0,,,13,24.3,DossKe00
Mack Hollins,2TM,WR,26,16,3,0,0,0,0,0,0,23,10,125,0,0,0,,,13,22.5,HollMa00
Jesper Horsted,CHI,TE,22,6,1,0,0,0,0,0,0,10,8,87,1,1,1,,,13,20.7,HorsJe00
Tyler Kroft,BUF,TE,27,11,3,0,0,0,0,0,0,14,6,71,1,0,0,,,13,19.1,KrofTy00
Ben Roethlisberger,PIT,QB,37,2,2,351,0,1,1,7,0,0,0,0,0,1,0,,,13,12.7,RoetBe00
Kerrith Whyte Jr,PIT,RB,23,6,0,0,0,0,24,122,0,1,1,9,0,0,0,,,13,14.1,WhytKe00
Ben Braunecker,CHI,TE,25,11,3,0,0,0,0,0,0,11,6,59,1,0,0,,,12,17.9,BrauBe00
Antonio Brown,NWE,WR,31,1,0,0,0,0,1,5,0,8,4,56,1,0,0,,,12,16.1,BrowAn04
Deon Cain,2TM,WR,23,13,6,0,0,0,0,0,0,20,9,124,0,0,0,,,12,21.4,CainDe00
Rashard Higgins,CLE,WR,25,10,1,0,0,0,0,0,0,11,4,55,1,0,0,,,12,15.5,HiggRa00
Alec Ingold,OAK,FB,23,16,4,0,0,0,10,17,0,6,6,44,1,0,0,,,12,18.1,IngoAl01
Javorius Allen,NYG,RB,28,10,0,0,0,0,10,36,1,2,1,9,0,0,0,,,11,11.5,AlleJa01
Stephen Carlson,CLE,TE,23,9,5,0,0,0,0,0,0,7,5,51,1,0,0,,,11,16.1,CarlSt00
Patrick Ricard*,BAL,FB,25,16,7,0,0,0,0,0,0,11,8,47,1,0,0,,,11,18.7,RicaPa00
Darren Sproles,PHI,RB,36,6,1,0,0,0,17,66,0,10,6,24,0,1,0,1,,11,17.0,SproDa00
Tommy Sweeney,BUF,TE,24,6,1,0,0,0,0,0,0,13,8,114,0,0,0,,,11,19.4,SweeTo00
Brandon Zylstra,CAR,WR,26,8,0,0,0,0,0,0,0,12,8,106,0,1,0,,,11,18.6,ZylsBr00
Marcell Ateman,OAK,WR,25,11,0,0,0,0,0,0,0,10,5,116,0,1,1,,,10,14.6,AtemMa00
Braxton Berrios,NYJ,WR,24,16,0,0,0,0,0,0,0,13,6,115,0,1,1,,,10,15.5,BerrBr00
Troy Fumagalli,DEN,TE,24,11,5,0,0,0,0,0,0,9,6,38,1,0,0,,,10,15.8,FumaTr00
Deonte Harty*+,NOR,WR,22,14,1,0,0,0,4,31,0,6,6,24,0,3,1,,,10,15.5,HarrDe07
Andy Janovich,DEN,RB,26,7,3,0,0,0,1,1,1,5,5,42,0,0,0,,,10,15.3,JanoAn00
T.J. Jones,NYG,WR,27,3,0,0,0,0,0,0,0,4,3,38,1,3,0,,,10,12.8,JoneT.00
JJ Nelson,OAK,WR,27,2,1,0,0,0,0,0,0,5,4,36,1,0,0,,,10,13.6,NelsJJ00
David Njoku,CLE,TE,23,4,1,0,0,0,0,0,0,10,5,41,1,0,0,,,10,15.1,NjokDa00
Danny Vitale,GNB,RB,26,15,4,0,0,0,1,3,0,12,7,97,0,0,0,,,10,17.0,VitaDa00
Derek Watt,LAC,RB,27,16,2,0,0,0,7,10,1,5,3,32,0,0,0,,,10,13.2,WattDe00
Mo Alie-Cox,IND,TE,26,16,2,0,0,0,0,0,0,11,8,93,0,0,0,,,9,17.3,AlieMo00
Kenjon Barner,ATL,RB,30,14,0,3,0,0,4,28,0,8,6,22,0,4,1,,,9,15.1,BarnKe00
Christian Blake,ATL,WR,23,9,3,0,0,0,0,0,0,24,11,91,0,0,0,,,9,20.1,BlakCh00
Antonio Callaway,CLE,WR,22,4,2,0,0,0,0,0,0,15,8,89,0,0,0,,,9,16.9,CallAn00
Luke Falk,NYJ,QB,25,3,2,416,0,3,0,0,0,0,0,0,0,2,1,,,9,8.6,FalkLu00
Robert Foster,BUF,WR,25,13,2,0,0,0,2,29,0,18,3,64,0,0,0,,,9,12.3,FostRo01
J.P. Holtz,2TM,TE,26,15,7,0,0,0,0,0,0,8,7,91,0,0,0,,,9,16.1,HoltJ.01
D'Ernest Johnson,CLE,RB,23,16,0,0,0,0,4,21,0,7,6,71,0,0,0,,,9,15.2,JohnDE04
Marshawn Lynch,SEA,RB,33,1,0,0,0,0,12,34,1,0,0,0,0,0,0,,,9,9.4,LyncMa00
Lee Smith,BUF,WR,32,16,5,0,0,0,0,0,0,5,4,31,1,0,0,,,9,13.1,SmitLe00
Alex Armah,CAR,FB,25,16,1,0,0,0,6,11,1,2,2,6,0,0,0,,,8,9.7,ArmaAl00
Nick Bellore,SEA,FB,30,14,1,0,0,0,0,0,0,2,2,23,1,0,0,,,8,10.3,BellNi01
Ventell Bryant,DAL,WR,23,12,0,0,0,0,0,0,0,1,1,15,1,0,0,,,8,8.5,BryaVe00
Trey Burton,CHI,TE,28,8,5,0,0,0,0,0,0,24,14,84,0,0,0,,,8,22.4,BurtTr01
KhaDarel Hodge,CLE,WR,24,16,1,0,0,0,0,0,0,10,4,76,0,0,0,,,8,11.6,HodgKh00
Trent Sherfield,ARI,WR,23,16,1,0,0,0,0,0,0,13,4,80,0,0,0,,,8,12.0,SherTr00
Damion Willis,CIN,WR,22,10,2,0,0,0,0,0,0,16,9,82,0,0,0,,,8,17.2,WillDa11
Luke Willson,SEA,TE,29,8,7,0,0,0,0,0,0,10,8,79,0,0,0,,,8,15.9,WillLu00
Chad Beebe,MIN,WR,25,3,0,0,0,0,0,0,0,2,2,70,0,3,0,,,7,9.0,BeebCh00
Blake Bell,KAN,TE,28,15,7,0,0,0,0,0,0,15,8,67,0,0,0,,,7,14.7,BellBl00
Devontae Booker,DEN,RB,27,16,0,0,0,0,2,9,0,9,6,57,0,0,0,,,7,12.6,BookDe00
Tra Carson,2TM,RB,27,3,1,0,0,0,18,48,0,4,4,18,0,0,0,,,7,10.6,CarsTr01
Cethan Carter,CIN,TE,24,15,0,0,0,0,0,0,0,3,2,13,1,0,0,,,7,9.3,CartCe00
Chris Hogan,CAR,WR,32,7,1,0,0,0,0,0,0,15,8,67,0,0,0,,,7,14.7,HogaCh00
Troymaine Pope,LAC,RB,26,14,0,0,0,0,10,20,0,3,2,14,1,1,1,,,7,9.4,PopeTr00
Riley Ridley,CHI,WR,23,5,0,0,0,0,0,0,0,7,6,69,0,0,0,,,7,12.9,RidlRi00
Adam Shaheen,CHI,FB,25,8,2,0,0,0,0,0,0,13,9,74,0,1,1,1,,7,16.4,ShahAd00
Durham Smythe,MIA,TE,24,16,14,0,0,0,0,0,0,14,7,65,0,0,0,,,7,13.5,SmytDu00
Geoff Swaim,JAX,TE,26,6,2,0,0,0,0,0,0,17,13,65,0,0,0,,,7,19.5,SwaiGe00
Spencer Ware,KAN,RB,28,3,1,0,0,0,17,51,0,7,5,22,0,1,0,,,7,12.3,WareSp00
Dwayne Washington,NOR,RB,25,16,0,0,0,0,8,60,0,1,1,6,0,0,0,,,7,7.6,WashDw00
Matt Barkley,BUF,QB,29,2,0,359,0,3,2,-4,0,0,0,0,0,3,1,,,6,6.0,BarkMa00
Tyler Conklin,MIN,TE,24,15,1,0,0,0,0,0,0,10,8,58,0,0,0,,,6,13.8,ConkTy00
Brett Hundley,ARI,QB,26,3,0,49,0,0,7,41,0,0,0,0,0,0,0,,,6,6.1,HundBr00
Tevin Jones,PIT,WR,27,5,0,0,0,0,0,0,0,10,4,61,0,0,0,,,6,10.1,JoneTe02
Chris Lacy,DET,WR,23,7,2,0,0,0,0,0,0,10,3,60,0,0,0,,,6,9.0,LacyCh00
Zach Line,NOR,RB,29,12,2,0,0,0,7,20,0,10,6,36,0,0,0,,,6,11.6,LineZa01
Andre Patton,LAC,WR,25,13,5,0,0,0,0,0,0,17,6,56,0,0,0,,,6,11.6,PattAn00
Tyrod Taylor,LAC,QB,30,8,0,33,1,0,10,7,0,1,0,0,0,0,0,,,6,6.0,TaylTy00
Clive Walford,MIA,TE,28,7,3,0,0,0,0,4,0,8,4,57,0,0,0,,,6,10.1,WalfCl00
Brandon Wilson,CIN,RB,25,12,2,0,0,0,0,0,0,0,0,0,0,1,0,,,6,6.0,WilsBr01
Khari Blasingame,TEN,FB,23,6,3,0,0,0,0,0,0,5,4,54,0,0,0,,,5,9.4,BlasKh00
Deontay Burnett,PHI,WR,22,1,1,0,0,0,0,0,0,4,2,48,0,0,0,,,5,6.8,BurnDe00
Mike Davis,2TM,WR,26,12,1,0,0,0,13,27,0,8,7,22,0,0,0,,,5,11.9,DaviMi01
Patrick DiMarco,BUF,FB,30,16,4,0,0,0,3,7,0,7,5,41,0,0,0,,,5,9.8,DiMaPa00
Jon Hilliman,NYG,RB,24,3,1,0,0,0,30,91,0,4,3,1,0,2,2,,,5,8.2,HillJo03
Alexander Hollins,MIN,WR,23,5,1,0,0,0,0,0,0,4,2,46,0,0,0,,,5,6.6,HollAl00
Taiwan Jones,HOU,RB,31,11,0,0,0,0,9,40,0,1,1,9,0,0,0,,,5,5.9,JoneTa00
Lance Kendricks,LAC,TE,31,12,1,0,0,0,0,0,0,7,3,50,0,0,0,,,5,8.0,KendLa00
Devine Ozigbo,JAX,RB,23,10,0,0,0,0,9,27,0,5,3,23,0,0,0,,,5,8.0,OzigDe01
Elijhaa Penny,NYG,RB,26,16,1,0,0,0,15,39,0,4,2,9,0,0,0,,,5,6.8,PennEl00
Luke Stocker,ATL,TE,31,15,9,0,0,0,0,0,0,14,8,53,0,1,0,,,5,13.3,StocLu00
Trevon Wesco,NYJ,TE,24,16,1,0,0,0,1,2,0,3,2,47,0,0,0,,,5,6.9,WescTr00
DeAndrew White,CAR,WR,28,10,0,0,0,0,0,0,0,9,4,51,0,0,0,,,5,9.1,WhitDe01
Cedrick Wilson Jr.,DAL,WR,24,6,0,0,0,0,0,0,0,8,5,46,0,0,0,,,5,9.6,WilsCe01
Deon Yelder,KAN,TE,24,9,1,0,0,0,0,0,0,4,3,50,0,0,0,,,5,8.0,YeldDe00
C.J. Anderson,DET,RB,28,2,0,0,0,0,16,43,0,0,0,0,0,0,0,,,4,4.3,AndeC.00
Geremy Davis,LAC,WR,27,7,1,0,0,0,0,0,0,3,3,38,0,0,0,,,4,6.8,DaviGe00
Mike Glennon,OAK,QB,30,2,0,56,1,0,2,0,0,0,0,0,0,3,1,,,4,4.2,GlenMi00
Colt McCoy,WAS,QB,33,1,1,122,0,1,2,14,0,0,0,0,0,2,0,,,4,4.3,McCoCo00
Steven Mitchell,HOU,WR,25,3,1,0,0,0,0,0,0,6,2,37,0,0,0,,,4,5.7,MitcSt02
