team,position,age,games_played,games_started,passing_yards,passing_tds,interceptions,rushing_atts,rushing_yards,rushing_tds,targets,receptions,receiving_yards,receiving_tds,fumbles,fumbles_lost,two_point_conversions,two_point_conversions_passing,fantasy_points_standard_10,fantasy_points_ppr_10,player_id,year
KAN,RB,29,13,0,0,0,0,12,62,0,20,13,107,1,0,0,0,0,230,359,McKiJe00,2021
2TM,RB,36,4,3,0,0,0,38,98,2,4,4,8,0,1,0,0,0,230,266,PeteAd01,2021
CLE,WR,21,14,2,0,0,0,6,39,0,23,10,135,1,0,0,0,0,230,334,SchwAn00,2021
ATL,WR,27,15,7,0,0,0,0,0,0,37,25,230,0,0,0,0,0,230,480,SharTa00,2021
MIA,WR,29,14,5,0,0,0,4,17,0,39,25,213,0,0,0,0,0,230,480,WilsAl02,2021
ARI,RB,22,9,0,0,0,0,34,118,1,7,6,42,0,0,0,0,0,220,280,BenjEn00,2021
IND,WR,24,6,3,0,0,0,0,0,0,20,10,162,1,0,0,0,0,220,322,CampPa00,2021
DAL,TE,27,8,5,0,0,0,0,0,0,17,11,96,2,0,0,0,0,220,326,JarwBl00,2021
DET,RB,21,7,0,0,0,0,15,74,2,5,4,23,0,0,0,0,0,220,257,JeffJe00,2021
TAM,WR,28,6,0,0,0,0,1,-3,0,18,11,167,1,0,0,0,0,220,334,PerrBr02,2021
PIT,TE,28,8,3,0,0,0,1,1,1,18,12,84,1,0,0,0,0,210,325,EbroEr00,2021
GNB,TE,37,17,17,0,0,0,0,0,0,28,23,214,0,1,0,0,0,210,444,LewiMa00,2021
GNB,QB,23,6,1,411,2,3,12,27,0,0,0,0,0,3,1,1,0,210,211,LoveJo03,2021
MIA,RB,28,7,3,0,0,0,33,125,1,5,3,10,0,0,0,0,0,200,225,BrowMa03,2021
TAM,TE,27,17,9,0,0,0,0,0,0,21,14,135,1,0,0,0,0,200,335,HowaO.00,2021
DET,RB,27,17,1,0,0,0,18,118,1,10,7,60,0,2,2,0,0,200,268,IgweGo00,2021
BAL,WR,25,14,0,0,0,0,0,0,0,20,16,202,0,0,0,0,0,200,362,ProcJa00,2021
PIT,WR,25,5,5,0,0,0,3,9,1,28,15,129,0,0,0,0,0,200,348,SmitJu00,2021
MIN,RB,23,11,0,0,0,0,13,61,0,5,4,9,0,0,0,0,0,190,230,NwanKe00,2021
CAR,TE,25,17,13,0,0,0,0,0,0,30,18,188,0,0,0,0,0,190,368,ThomIa00,2021
NOR,TE,28,7,2,0,0,0,0,0,0,15,9,133,1,0,0,0,0,190,283,VannNi00,2021
NWE,RB,29,3,0,0,0,0,10,38,1,14,12,94,0,0,0,0,0,190,312,WhitJa02,2021
HOU,TE,29,13,3,0,0,0,1,3,0,33,24,214,0,2,2,0,0,180,417,AkinJo00,2021
DAL,WR,25,13,1,0,0,0,0,0,0,25,16,184,0,0,0,0,0,180,344,BrowNo00,2021
SEA,WR,24,10,0,0,0,0,4,59,0,20,10,64,1,0,0,0,0,180,283,EskrDW00,2021
DET,WR,26,16,1,0,0,0,0,0,0,27,13,157,0,0,0,1,0,180,307,HodgKh00,2021
PIT,QB,26,2,1,277,1,1,5,53,0,0,0,0,0,1,0,0,0,180,184,RudoMa00,2021
SFO,WR,32,8,0,0,0,0,0,0,0,24,15,177,0,0,0,0,0,180,327,SanuMo00,2021
CHI,QB,32,1,1,250,1,0,4,8,0,0,0,0,0,1,0,0,1,170,168,FoleNi00,2021
KAN,TE,26,6,0,0,0,0,0,0,0,5,5,47,2,0,0,0,0,170,217,FortJo01,2021
PIT,TE,25,17,12,0,0,0,0,0,0,25,19,167,0,0,0,0,0,170,357,GentZa00,2021
NOR,RB,24,11,4,0,0,0,54,142,0,8,5,29,0,0,0,0,0,170,221,JoneTo04,2021
NYJ,RB,25,4,0,0,0,0,26,101,1,3,2,9,0,0,0,0,0,170,190,WaltAu00,2021
WAS,RB,27,5,0,0,0,0,17,79,1,6,4,28,0,0,0,0,0,170,207,WillJo07,2021
WAS,WR,22,15,6,0,0,0,1,-4,0,25,12,165,0,0,0,0,0,160,281,BrowDy00,2021
MIN,RB,28,17,8,0,0,0,7,34,0,18,17,125,0,0,0,0,0,160,329,HamxC.00,2021
NWE,WR,24,12,4,0,0,0,0,0,0,22,12,184,0,1,1,0,0,160,284,HarrNK00,2021
TEN,WR,27,7,3,0,0,0,2,-2,0,19,9,160,0,0,0,0,0,160,248,JohnMa07,2021
CAR,WR,21,13,3,0,0,0,0,0,0,30,17,138,0,0,0,1,0,160,328,MarsTe00,2021
ATL,RB,25,8,0,0,0,0,21,105,1,6,4,12,0,1,1,0,0,160,197,OlliQa00,2021
NWE,WR,24,3,1,0,0,0,0,0,0,8,4,42,2,0,0,0,0,160,202,WilkKr00,2021
HOU,TE,27,15,12,0,0,0,0,0,0,34,23,171,0,1,1,0,0,150,381,BrowPh01,2021
LVR,RB,25,9,3,0,0,0,2,1,0,12,10,85,1,0,0,0,0,150,246,IngoAl01,2021
LVR,QB,28,10,0,4,0,0,13,87,1,0,0,0,0,1,0,0,0,150,149,MariMa01,2021
NYG,WR,26,3,0,16,0,0,0,0,0,16,10,87,1,1,0,0,0,150,253,PettDa00,2021
LAC,RB,22,12,0,0,0,0,36,87,1,2,1,-1,0,0,0,0,0,150,156,RounLa00,2021
SFO,WR,25,17,1,0,0,0,0,0,0,20,9,87,1,0,0,0,0,150,237,SherTr00,2021
NWE,RB,23,5,0,0,0,0,19,37,2,4,4,8,0,1,1,0,0,150,185,TaylJJ01,2021
GNB,RB,23,9,0,0,0,0,23,89,1,2,2,3,0,0,0,0,0,150,172,TaylPa01,2021
CIN,QB,29,6,1,149,2,0,7,-1,0,0,0,0,0,1,0,0,0,140,139,AlleBr00,2021
CHI,TE,24,7,0,0,0,0,0,0,0,3,2,21,2,0,0,0,0,140,161,HorsJe00,2021
TAM,WR,24,9,0,0,0,0,2,43,1,9,5,38,0,0,0,0,0,140,191,MillSc01,2021
NOR,WR,28,14,3,0,0,0,15,44,0,26,16,95,0,0,0,0,0,140,299,MontTy01,2021
CAR,QB,26,5,1,362,1,3,7,13,0,0,0,0,0,3,1,0,1,140,138,WalkPh00,2021
2TM,RB,27,8,0,0,0,0,28,104,0,3,1,21,0,0,0,0,0,130,135,GallWa00,2021
JAX,TE,29,17,10,0,0,0,0,0,0,9,6,71,1,0,0,0,0,130,191,ManhCh00,2021
MIN,QB,29,1,1,189,1,0,2,14,0,0,0,0,0,0,0,0,0,130,130,MannSe00,2021
NYJ,WR,24,11,3,0,0,0,0,0,0,23,8,133,0,0,0,0,0,130,213,MimsDe00,2021
BAL,RB,27,13,11,0,0,0,2,4,0,13,8,63,1,0,0,0,0,130,207,RicaPa00,2021
LAR,WR,24,14,1,0,0,0,0,0,0,20,11,133,0,0,0,0,0,130,243,SkowBe00,2021
ATL,TE,34,16,6,0,0,0,0,0,0,11,9,65,1,0,0,0,0,130,215,SmitLe00,2021
NOR,WR,29,13,4,0,0,0,1,1,0,23,6,68,1,0,0,0,0,130,189,StilKe00,2021
KAN,RB,29,16,0,0,0,0,8,26,1,3,3,31,0,0,0,0,0,120,147,BurtMi00,2021
JAX,TE,28,7,2,0,0,0,0,0,0,14,9,55,1,0,0,0,0,120,205,HollJa03,2021
NWE,QB,36,5,0,227,1,0,11,-8,0,0,0,0,0,0,0,0,0,120,123,HoyeBr00,2021
CHI,TE,27,14,9,0,0,0,0,0,0,8,7,62,1,0,0,0,0,120,192,JameJe00,2021
LAC,RB,24,10,0,0,0,0,33,102,0,6,5,38,0,1,1,0,0,120,170,KellJo01,2021
DET,WR,25,12,0,75,1,0,0,0,0,10,6,54,0,0,0,0,0,120,184,KennTo01,2021
HOU,TE,28,16,13,0,0,0,0,0,0,5,5,47,1,0,0,0,0,110,157,AuclAn00,2021
3TM,WR,28,6,0,0,0,0,1,0,0,14,7,110,0,0,0,0,0,110,180,DorsPh00,2021
SFO,TE,26,17,2,0,0,0,0,0,0,5,4,51,1,0,0,0,0,110,151,DwelRo00,2021
TEN,WR,24,4,0,0,0,0,0,0,0,8,5,49,1,0,0,0,0,110,159,FitzDe00,2021
NYG,QB,23,3,2,210,1,3,8,65,0,0,0,0,0,2,1,0,0,110,109,FromJa00,2021
IND,TE,23,17,0,0,0,0,0,0,0,15,11,106,0,0,0,0,0,110,216,GranKy00,2021
NYG,WR,24,12,1,0,0,0,0,0,0,21,11,105,0,0,0,0,0,110,215,JohnCo01,2021
IND,RB,25,6,0,0,0,0,28,101,0,5,2,8,0,0,0,0,0,110,129,MackMa00,2021
LVR,RB,28,10,0,0,0,0,9,40,0,14,12,72,0,0,0,0,0,110,232,RichJa01,2021
DEN,TE,27,17,4,0,0,0,0,0,0,12,8,47,1,0,0,0,0,110,187,SaubEr00,2021
MIA,TE,27,12,7,0,0,0,0,0,0,16,12,110,0,0,0,0,0,110,230,ShahAd00,2021
NYJ,WR,24,12,3,0,0,0,1,-1,0,17,8,113,0,0,0,0,0,110,192,SmitJe03,2021
PIT,RB,23,17,0,0,0,0,36,98,0,4,2,13,0,0,0,0,0,110,131,SnelBe00,2021
GNB,WR,25,13,2,0,0,0,3,14,0,17,9,98,0,0,0,0,0,110,202,St.BEq00,2021
JAX,RB,25,2,0,0,0,0,15,80,0,4,3,16,0,0,0,0,0,100,126,ArmsRy00,2021
KAN,TE,30,16,5,0,0,0,4,10,0,13,9,87,0,0,0,0,0,100,187,BellBl00,2021
DET,WR,24,8,2,0,0,0,0,0,0,22,10,103,0,0,0,0,0,100,203,BensTr00,2021
KAN,TE,22,16,1,0,0,0,0,0,0,10,7,36,1,0,0,0,0,100,166,GrayNo00,2021
MIN,TE,25,16,5,0,0,0,0,0,0,7,4,40,1,0,0,0,0,100,140,HernCh00,2021
NOR,WR,34,5,1,0,0,0,0,0,0,8,4,41,1,0,0,0,0,100,141,HogaCh00,2021
CLE,QB,26,1,1,147,1,0,0,0,0,0,0,0,0,0,0,0,0,100,99,MullNi00,2021
CAR,WR,23,6,0,0,0,0,1,-3,0,11,6,104,0,0,0,0,0,100,161,SmitSh03,2021
BUF,TE,26,13,3,0,0,0,0,0,0,12,9,44,1,1,0,0,0,100,194,SweeTo00,2021
CIN,WR,24,7,0,0,0,0,0,0,0,4,3,39,1,0,0,0,0,100,129,TateAu00,2021
TEN,WR,26,4,0,0,0,0,2,15,0,5,2,15,1,0,0,0,0,90,110,BatsCa00,2021
KAN,WR,30,12,7,0,0,0,0,0,0,14,5,32,1,0,0,0,0,90,142,GordJo02,2021
DAL,RB,24,3,0,0,0,0,4,29,1,0,0,0,0,0,0,0,0,90,89,HardJa01,2021
IND,RB,22,9,0,0,0,0,13,31,1,0,0,0,0,0,0,0,0,90,91,JackDe02,2021
CLE,RB,28,13,3,0,0,0,2,0,1,4,3,9,0,0,0,1,0,90,119,JanoAn00,2021
DAL,TE,24,9,2,0,0,0,0,0,0,6,4,27,1,0,0,0,0,90,127,McKeSe01,2021
2TM,WR,27,3,1,0,0,0,0,0,0,12,6,25,1,0,0,0,0,90,145,MillAn02,2021
ATL,RB,29,17,8,0,0,0,9,31,0,10,9,56,0,0,0,0,0,90,177,SmitKe03,2021
WAS,QB,25,2,0,120,1,0,2,11,0,0,0,0,0,1,1,0,0,80,79,AlleKy00,2021
2TM,RB,27,11,2,0,0,0,5,21,0,1,1,1,1,0,0,0,0,80,92,ArmaAl00,2021
WAS,QB,30,1,1,194,0,0,0,0,0,0,0,0,0,1,0,0,0,80,78,GilbGa01,2021
PHI,TE,24,9,3,0,0,0,0,0,0,7,3,22,1,0,0,0,0,80,112,JackTy01,2021
NYG,RB,26,8,3,0,0,0,0,0,0,6,3,17,1,0,0,0,0,80,107,MyarCh00,2021
IND,WR,23,8,0,0,0,0,0,0,0,4,2,21,1,0,0,0,0,80,101,PatmDe00,2021
CIN,TE,25,17,8,0,0,0,0,0,0,15,11,81,0,0,0,0,0,80,191,SampDr00,2021
BUF,QB,27,6,0,43,0,1,13,24,1,0,0,0,0,0,0,0,0,80,81,TrubMi00,2021
MIA,WR,24,8,3,0,0,0,1,7,0,16,6,71,0,0,0,0,0,80,138,WillPr01,2021
DEN,WR,22,3,2,0,0,0,0,0,0,10,5,74,0,0,0,0,0,70,124,HamlKJ00,2021
BAL,TE,24,14,1,0,0,0,0,0,0,15,9,66,0,1,0,0,0,70,156,OlivJo00,2021
2TM,WR,33,16,0,0,0,0,3,19,0,2,1,35,0,3,2,0,0,70,84,RobeAn00,2021
CLE,RB,27,4,0,0,0,0,3,5,0,2,2,7,1,0,0,0,0,70,92,StanJo02,2021
ARI,RB,24,13,0,0,0,0,9,33,0,4,3,34,0,0,0,0,0,70,97,WardJo00,2021
MIN,WR,28,15,0,0,0,0,0,0,0,15,10,68,0,2,0,0,0,70,168,WestDe00,2021
NYG,WR,28,6,1,0,0,0,1,6,0,6,4,51,0,0,0,0,0,60,97,BoarC.00,2021
DEN,RB,26,8,0,0,0,0,4,35,0,2,2,22,0,0,0,0,0,60,77,BoonMi00,2021
CLE,WR,25,5,0,0,0,0,0,0,0,4,4,64,0,0,0,0,0,60,104,BradJa01,2021
CAR,WR,29,17,0,0,0,0,0,0,0,4,3,55,0,0,0,0,0,60,85,EricAl01,2021
JAX,TE,24,15,4,0,0,0,0,0,0,11,7,56,0,1,0,0,0,60,126,FarrLu00,2021
SEA,WR,25,17,0,0,0,0,0,0,0,12,7,59,0,0,0,0,0,60,129,HartPe01,2021
WAS,WR,22,13,1,0,0,0,1,1,0,14,9,83,0,1,1,0,0,60,154,MilnDa00,2021
LAC,WR,26,2,1,0,0,0,0,0,0,4,3,56,0,0,0,0,0,60,86,MoorJa02,2021
LAR,WR,26,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,PoweBr00,2021
GNB,WR,22,16,1,0,0,0,1,11,0,8,4,45,0,2,0,0,0,60,96,RodgAm00,2021
DAL,RB,26,1,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,60,64,SmitIt00,2021
CIN,RB,24,5,0,0,0,0,15,51,0,2,1,4,0,0,0,0,0,60,65,WillTr06,2021
TAM,WR,22,9,0,0,0,0,1,11,0,12,6,43,0,0,0,0,0,50,114,DardJa00,2021
MIA,WR,27,2,0,0,0,0,0,0,0,8,4,26,0,0,0,1,0,50,86,FullWi01,2021
PHI,RB,23,1,0,0,0,0,13,51,0,1,0,0,0,0,0,0,0,50,51,HuntJa01,2021
LAC,TE,22,11,4,0,0,0,0,0,0,8,6,45,0,0,0,0,0,50,105,McKiTr00,2021
WAS,RB,27,3,0,0,0,0,5,25,0,5,4,22,0,0,0,0,0,50,87,SmalWe00,2021
CAR,RB,25,2,0,0,0,0,0,0,0,5,5,48,0,0,0,0,0,50,98,SmitRo08,2021
CIN,WR,27,12,1,0,0,0,0,0,0,11,5,52,0,0,0,0,0,50,102,ThomMi04,2021
SFO,TE,24,17,3,0,0,0,0,0,0,6,5,52,0,0,0,0,0,50,102,WoerCh00,2021
PHI,WR,25,16,2,0,0,0,0,0,0,5,2,36,0,0,0,0,0,40,56,ArceJJ00,2021
PIT,RB,26,17,0,0,0,0,12,36,0,7,2,8,0,0,0,0,0,40,64,BallKa00,2021
LAR,TE,26,11,2,0,0,0,0,0,0,7,4,37,0,1,0,0,0,40,77,BlanKe01,2021
NYG,WR,26,8,0,0,0,0,1,3,0,11,4,33,0,0,0,0,0,40,76,CoopPh00,2021
GNB,TE,24,14,0,0,0,0,0,0,0,5,4,35,0,0,0,0,0,40,75,DaviTy02,2021
ARI,WR,23,5,2,0,0,0,1,24,0,3,3,15,0,0,0,0,0,40,69,DortGr01,2021
2TM,TE,35,9,5,0,0,0,0,0,0,5,4,43,0,0,0,0,0,40,83,FellDa01,2021
NOR,TE,27,13,6,0,0,0,0,0,0,4,4,39,0,1,0,0,0,40,79,GrifGa00,2021
ATL,TE,26,8,1,0,0,0,0,0,0,6,5,43,0,0,0,0,0,40,93,HessPa00,2021
NWE,RB,27,17,6,0,0,0,0,0,0,5,4,43,0,0,0,0,0,40,83,JohnJa12,2021
NYJ,WR,25,3,0,0,0,0,0,0,0,6,3,36,0,0,0,0,0,40,66,MontDJ01,2021
NWE,WR,25,16,0,0,0,0,1,9,0,3,2,31,0,3,0,0,0,40,60,OlszGu00,2021
WAS,WR,25,5,1,0,0,0,4,11,0,9,6,27,0,0,0,0,0,40,98,SamuCu00,2021
2TM,WR,29,9,0,0,0,0,0,0,0,8,4,38,0,0,0,0,0,40,78,SneaWi00,2021
CIN,WR,27,4,0,0,0,0,0,0,0,3,2,41,0,0,0,0,0,40,61,TaylTr02,2021
NYJ,TE,26,12,7,0,0,0,0,0,0,5,3,35,0,0,0,0,0,40,65,WescTr00,2021
NOR,WR,29,6,1,0,0,0,0,0,0,5,1,38,0,0,0,0,0,40,48,WhitKe00,2021
GNB,WR,25,7,0,0,0,0,0,0,0,13,8,58,0,2,1,0,0,40,118,WinfJu00,2021
NYJ,TE,23,9,0,0,0,0,0,0,0,3,2,36,0,0,0,0,0,40,56,YeboKe00,2021
ATL,WR,25,16,0,0,0,0,0,0,0,9,4,25,0,0,0,0,0,30,65,BlakCh00,2021
NYJ,WR,29,12,0,0,0,0,0,0,0,2,2,29,0,0,0,0,0,30,49,BrowDa04,2021
GNB,TE,24,10,2,0,0,0,0,0,0,4,2,34,0,0,0,0,0,30,54,DafnDo00,2021
BUF,RB,24,16,5,0,0,0,3,3,0,5,3,23,0,0,0,0,0,30,56,GillRe00,2021
KAN,QB,36,4,0,82,0,0,8,0,0,0,0,0,0,2,0,0,0,30,33,HennCh01,2021
GNB,RB,23,8,0,0,0,0,10,24,0,2,1,5,0,0,0,0,0,30,39,HillKy00,2021
TEN,WR,28,3,1,0,0,0,0,0,0,7,4,33,0,0,0,0,0,30,73,HollCo00,2021
TEN,TE,24,5,0,0,0,0,0,0,0,6,3,31,0,0,0,0,0,30,61,HudsTo00,2021
CIN,WR,26,7,0,0,0,0,0,0,0,5,2,34,0,0,0,0,0,30,54,IrwiTr00,2021
BUF,WR,29,15,2,0,0,0,0,0,0,6,2,28,0,0,0,0,0,30,48,KumeJa00,2021
LAC,RB,24,10,1,0,0,0,3,8,0,3,3,17,0,0,0,0,0,30,55,NabeGa00,2021
SEA,TE,22,14,1,0,0,0,0,0,0,8,5,33,0,0,0,0,0,30,83,ParkCo02,2021
NYJ,RB,23,4,0,0,0,0,8,31,0,0,0,0,0,0,0,0,0,30,31,PeriLa00,2021
NYG,TE,24,9,4,0,0,0,0,0,0,3,3,33,0,0,0,0,0,30,63,SmitKa00,2021
DAL,TE,27,17,4,0,0,0,0,0,0,3,3,31,0,0,0,0,0,30,61,SpriJe00,2021
IND,WR,24,6,0,0,0,0,0,0,0,3,2,26,0,0,0,0,0,30,46,StraMi03,2021
NOR,RB,27,14,0,0,0,0,4,16,0,2,2,12,0,0,0,0,0,30,48,WashDw00,2021
PIT,WR,23,15,0,0,0,0,0,0,0,6,5,33,0,0,0,0,0,30,83,WhitCo05,2021
DEN,WR,21,2,1,0,0,0,0,0,0,1,1,34,0,0,0,0,0,30,44,WillSe00,2021
DET,TE,25,4,0,0,0,0,0,0,0,7,3,34,0,0,0,0,0,30,64,ZylsSh00,2021
NYJ,RB,25,9,1,0,0,0,0,0,0,1,1,20,0,0,0,0,0,20,30,BawdNi00,2021
JAX,QB,28,2,0,33,0,0,1,2,0,0,0,0,0,0,0,0,0,20,15,BeatC.00,2021
CAR,RB,25,4,0,0,0,0,1,4,0,2,2,12,0,0,0,0,0,20,36,BonnRe00,2021
NOR,QB,23,1,1,135,0,2,3,6,0,0,0,0,0,0,0,0,0,20,20,BookIa00,2021
MIA,TE,26,16,1,0,0,0,0,0,0,2,2,16,0,0,0,0,0,20,36,CartCe00,2021
HOU,WR,25,2,1,0,0,0,0,0,0,3,1,17,0,0,0,0,0,20,27,DaviDa03,2021
TEN,RB,23,1,0,0,0,0,2,7,0,2,2,11,0,0,0,0,0,20,38,EvanDa02,2021
TAM,QB,32,6,0,67,0,0,9,-7,0,0,0,0,0,0,0,0,0,20,20,GabbBl00,2021
2TM,WR,25,10,0,0,0,0,0,0,0,5,2,16,0,0,0,0,0,20,36,JohnTy03,2021
KAN,WR,26,16,0,0,0,0,0,0,0,5,2,24,0,0,0,0,0,20,44,KempMa00,2021
CAR,WR,27,3,0,0,0,0,0,0,0,7,3,17,0,0,0,0,0,20,47,KirkKe00,2021
MIA,RB,26,6,0,0,0,0,1,4,0,3,3,17,0,0,0,0,0,20,51,LairPa00,2021
SFO,RB,29,1,1,0,0,0,2,20,0,0,0,0,0,0,0,0,0,20,20,MostRa00,2021
CHI,WR,22,3,1,0,0,0,0,0,0,5,2,23,0,0,0,0,0,20,43,NewsDa00,2021
HOU,RB,24,3,0,0,0,0,6,13,0,3,2,9,0,0,0,0,0,20,42,PhilSc01,2021
NOR,RB,24,7,3,0,0,0,3,5,0,3,3,16,0,0,0,0,0,20,51,PrenAd00,2021
LVR,RB,25,1,0,0,0,0,1,9,0,2,2,6,0,0,0,0,0,20,35,RagaTr00,2021
HOU,RB,25,3,0,0,0,0,5,9,0,4,3,14,0,0,0,0,0,20,53,SamuJa00,2021
NYG,WR,25,4,1,0,0,0,0,0,0,6,2,17,0,0,0,0,0,20,37,SillDa01,2021
PHI,TE,23,16,5,0,0,0,0,0,0,5,4,22,0,0,0,0,0,20,62,StolJa00,2021
ARI,QB,26,2,0,36,0,0,3,6,0,0,0,0,0,1,0,0,0,20,20,StreCh00,2021
BAL,WR,22,17,1,0,0,0,0,0,0,6,2,23,0,0,0,0,0,20,43,WallTy00,2021
PIT,RB,29,17,4,0,0,0,1,1,0,3,3,15,0,0,0,0,0,20,46,WattDe00,2021
CIN,TE,25,15,1,0,0,0,0,0,0,5,3,16,0,0,0,0,0,20,46,WilcMi01,2021
LAR,RB,22,1,0,0,0,0,5,3,0,3,3,10,0,0,0,0,0,10,43,AkerCa00,2021
NYJ,WR,23,1,0,0,0,0,0,0,0,2,1,10,0,0,0,0,0,10,20,BlacTa00,2021
DET,QB,26,1,0,0,0,0,1,6,0,0,0,0,0,1,0,0,0,10,6,BlouDa00,2021
BAL,WR,25,8,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,10,16,BoykMi00,2021
NYG,RB,22,13,0,0,0,0,1,4,0,1,1,6,0,0,0,0,0,10,20,BrigGa00,2021
LVR,TE,31,5,1,0,0,0,0,0,0,2,2,13,0,0,0,0,0,10,33,CarrDe00,2021
IND,WR,24,2,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,10,15,CoutKe00,2021
DEN,RB,24,12,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,10,7,CrocDa01,2021
ATL,WR,24,10,0,0,0,0,0,0,0,4,1,14,0,0,0,0,0,10,24,DarbFr00,2021
IND,QB,23,3,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,10,9,EhliSa00,2021
WAS,QB,39,1,1,13,0,0,1,2,0,0,0,0,0,1,0,0,0,10,7,FitzRy00,2021
LAR,RB,23,10,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,10,5,FunkJa00,2021
ATL,WR,28,2,0,0,0,0,0,0,0,1,1,10,0,0,0,0,0,10,20,HallMa02,2021
ARI,TE,30,14,4,0,0,0,0,0,0,6,3,10,0,0,0,0,0,10,40,HarrDe03,2021
LAR,TE,24,5,0,0,0,0,0,0,0,1,1,9,0,0,0,0,0,10,19,HopkBr01,2021
LAR,RB,25,10,0,0,0,0,5,11,0,0,0,0,0,0,0,0,0,10,11,HoweGr00,2021
ARI,WR,25,8,0,0,0,0,0,0,0,1,1,13,0,0,0,0,0,10,23,IsabAn00,2021
CLE,RB,25,4,0,0,0,0,2,13,0,0,0,0,0,0,0,0,0,10,13,KellJo00,2021
MIA,WR,29,2,0,0,0,0,0,0,0,2,1,7,0,0,0,0,0,10,17,LewiTo00,2021
MIA,TE,23,7,2,0,0,0,0,0,0,3,1,8,0,0,0,0,0,10,18,LongHu00,2021
PIT,RB,23,2,0,0,0,0,3,3,0,1,1,11,0,0,0,0,0,10,24,McFaAn00,2021
MIA,WR,24,2,0,0,0,0,0,0,0,3,1,13,0,0,0,0,0,10,23,MerrKi00,2021
2TM,WR,27,11,0,0,0,0,0,0,0,3,2,10,0,1,0,0,0,10,30,MickJa01,2021
CIN,WR,25,17,1,0,0,0,1,3,0,4,2,11,0,0,0,0,0,10,34,MorgSt02,2021
LAR,TE,27,6,0,0,0,0,0,0,0,1,1,9,0,0,0,0,0,10,19,MundJo00,2021
CHI,RB,26,9,0,0,0,0,1,4,0,1,1,4,0,0,0,0,0,10,18,NallRy00,2021
SFO,RB,24,2,0,0,0,0,2,12,0,0,0,0,0,0,0,0,0,10,12,PatrJa01,2021
PIT,TE,26,6,1,0,0,0,0,0,0,3,2,8,0,0,0,0,0,10,28,RadeKe00,2021
PHI,TE,29,3,0,0,0,0,0,0,0,2,2,11,0,0,0,0,0,10,31,RodgRi00,2021
3TM,RB,24,7,0,0,0,0,5,11,0,1,0,0,0,0,0,0,0,10,11,SargMe00,2021
CAR,WR,25,2,0,0,0,0,0,0,0,2,2,11,0,0,0,0,0,10,31,SaunCJ00,2021
MIN,TE,33,12,0,0,0,0,0,0,0,2,2,12,0,0,0,0,0,10,32,StocLu00,2021
BAL,TE,29,17,7,0,0,0,0,0,0,1,1,7,0,0,0,0,0,10,17,TomlEr01,2021
DET,WR,29,1,1,0,0,0,0,0,0,3,2,14,0,0,0,0,0,10,34,WillTy00,2021
NOR,WR,25,3,1,0,0,0,0,0,0,1,1,5,0,0,0,0,0,10,15,WinsEa00,2021
NOR,TE,26,2,1,0,0,0,0,0,0,2,2,8,0,0,0,0,0,10,28,WolfEt00,2021
NYJ,RB,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AdamJo03,2021
CHI,WR,27,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,AdamRo01,2021
LAR,WR,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AkerLa00,2021
DET,WR,27,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,AlliGe01,2021
NWE,TE,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AsiaDe00,2021
LVR,WR,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AtemMa00,2021
LAR,WR,22,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,AtweTu00,2021
NYG,WR,25,3,0,0,0,0,1,-3,0,0,0,0,0,0,0,0,0,0,-3,BachAl00,2021
NOR,WR,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BakeKa00,2021
LAC,WR,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BandMi00,2021
MIN,RB,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BargJa00,2021
TAM,RB,32,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,BarnKe00,2021
DEN,TE,25,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BeckAn01,2021
SEA,RB,32,17,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,14,BellNi01,2021
GNB,QB,26,1,0,0,0,0,2,-1,0,0,0,0,0,0,0,0,0,0,-1,BenkKu01,2021
LVR,TE,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BoweNi00,2021
BAL,TE,28,5,3,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,12,BoylNi00,2021
LAC,RB,24,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,BradDa00,2021
3TM,WR,31,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,BrowJo02,2021
