name,team,position,age,games_played,games_started,passing_yards,passing_tds,interceptions,rushing_atts,rushing_yards,rushing_tds,targets,receptions,receiving_yards,receiving_tds,fumbles,fumbles_lost,two_point_conversions,two_point_conversions_passing,fantasy_points_standard_10,fantasy_points_ppr_10,player_id,year
Samaje Perine,CIN,RB,26,16,0,0,0,0,55,246,1,31,27,196,1,0,0,0,0,560,832,PeriSa00,2021
Tre'Quan Smith,NOR,WR,25,11,6,0,0,0,0,0,0,50,32,377,3,1,0,0,0,560,877,SmitTr03,2021
Austin Hooper,CLE,TE,27,16,16,0,0,0,0,0,0,61,38,345,3,0,0,1,0,550,925,HoopAu00,2021
Duke Johnson,MIA,RB,28,5,4,0,0,0,71,330,3,5,4,41,0,0,0,0,0,550,591,JohnDu00,2021
Rondale Moore,ARI,WR,21,14,7,0,0,0,18,76,0,64,54,435,1,3,1,0,0,550,1091,MoorRo02,2021
Foster Moreau,LVR,TE,24,17,11,0,0,0,0,0,0,44,30,373,3,1,0,0,0,550,853,MoreFo00,2021
Dontrell Hilliard,TEN,RB,26,8,5,0,0,0,56,350,2,26,19,87,0,2,1,0,0,540,727,HillDo00,2021
Geno Smith,SEA,QB,31,4,3,702,5,1,9,42,1,0,0,0,0,1,1,0,0,540,543,SmitGe00,2021
Ameer Abdullah,2TM,RB,28,17,1,0,0,0,51,166,0,53,38,289,1,0,0,0,0,520,895,AbduAm00,2021
Jamal Agnew,JAX,WR,26,10,2,0,0,0,7,111,1,39,24,229,1,1,0,0,0,520,760,AgneJa00,2021
Kenny Golladay,NYG,WR,28,14,14,0,0,0,0,0,0,76,37,521,0,0,0,0,0,520,891,GollKe00,2021
Josh Reynolds,2TM,WR,26,12,5,0,0,0,0,0,0,49,29,396,2,0,0,0,0,520,806,ReynJo00,2021
Keelan Cole,NYJ,WR,28,15,11,0,0,0,0,0,0,51,28,449,1,0,0,0,0,510,789,ColeKe00,2021
Nico Collins,HOU,WR,22,14,8,0,0,0,0,0,0,60,33,446,1,0,0,0,0,510,836,CollNi00,2021
T.Y. Hilton,IND,WR,32,10,9,0,0,0,0,0,0,37,23,331,3,0,0,0,0,510,741,HiltT.00,2021
Drew Lock,DEN,QB,25,6,3,787,2,2,10,53,2,1,1,1,0,2,1,0,0,510,519,LockDr00,2021
Jack Doyle,IND,TE,31,17,14,0,0,0,0,0,0,43,29,302,3,0,0,1,0,500,792,DoylJa00,2021
Devin Duvernay,BAL,WR,24,16,7,0,0,0,7,50,0,47,33,272,2,1,0,0,0,500,832,DuveDe00,2021
Cameron Brate,TAM,TE,30,17,3,0,0,0,0,0,0,57,30,245,4,0,0,0,0,490,785,BratCa00,2021
David Johnson,HOU,RB,30,13,4,0,0,0,67,228,0,42,32,225,1,1,1,0,0,490,813,JohnDa08,2021
Julio Jones,TEN,WR,32,10,10,0,0,0,0,0,0,48,31,434,1,0,0,0,0,490,804,JoneJu02,2021
Allen Robinson,CHI,WR,28,12,11,0,0,0,0,0,0,66,38,410,1,0,0,1,0,490,870,RobiAl02,2021
Laquon Treadwell,JAX,WR,26,12,7,0,0,0,0,0,0,51,33,434,1,0,0,0,0,490,824,TreaLa00,2021
Derrick Gore,KAN,RB,27,11,0,0,0,0,51,256,2,9,8,105,0,0,0,0,0,480,561,GoreDe00,2021
Jerry Jeudy,DEN,WR,22,10,5,0,0,0,2,3,0,56,38,467,0,1,0,0,0,470,850,JeudJe00,2021
Mack Hollins,MIA,WR,28,17,3,0,0,0,0,0,0,28,14,223,4,0,0,0,0,460,603,HollMa00,2021
Travis Homer,SEA,RB,23,14,0,0,0,0,21,177,1,20,16,161,0,0,0,0,0,460,618,HomeTr00,2021
Josh Johnson,2TM,QB,35,4,1,638,5,2,9,28,0,0,0,0,0,2,0,1,0,460,463,JohnJo05,2021
Jeremy McNichols,TEN,RB,26,14,0,0,0,0,41,156,0,38,28,240,1,0,0,0,0,460,736,McNiJe00,2021
Jaret Patterson,WAS,RB,22,17,1,0,0,0,68,266,2,11,10,73,0,1,0,0,0,460,559,PattJa01,2021
Danny Amendola,HOU,WR,36,8,0,0,0,0,0,0,0,38,24,248,3,1,0,1,0,450,688,AmenDa00,2021
Anthony Firkser,TEN,RB,26,15,1,0,0,0,0,0,0,43,34,291,2,2,1,0,0,450,791,FirkAn00,2021
Jalen Reagor,PHI,WR,22,17,13,0,0,0,10,32,0,57,33,299,2,2,0,0,0,450,781,ReagJa00,2021
Damien Williams,CHI,RB,29,12,2,0,0,0,40,164,2,23,16,103,1,0,0,0,0,450,607,WillDa05,2021
Jeff Wilson,SFO,RB,26,9,4,0,0,0,79,294,2,8,7,31,0,1,0,0,0,450,515,WilsJe01,2021
Kyle Juszczyk,SFO,RB,30,17,16,0,0,0,8,22,1,38,30,296,1,0,0,0,0,440,738,JuszKy00,2021
Demarcus Robinson,KAN,WR,27,17,10,0,0,0,0,0,0,41,25,264,3,0,0,0,0,440,694,RobiDe01,2021
Mike White,NYJ,QB,26,4,3,953,5,8,5,-1,0,0,0,0,0,0,0,1,0,440,440,WhitMi01,2021
Chris Conley,HOU,WR,29,16,10,0,0,0,1,3,0,37,22,323,2,1,1,0,0,430,646,ConlCh00,2021
Albert Okwuegbunam,DEN,TE,23,14,6,0,0,0,0,0,0,40,33,330,2,1,1,0,0,430,760,OkwuAl00,2021
Darius Slayton,NYG,WR,24,13,5,0,0,0,1,-13,0,58,26,339,2,1,1,0,0,430,686,SlayDa01,2021
Kadarius Toney,NYG,WR,22,10,4,19,0,0,3,6,0,57,39,420,0,0,0,0,0,430,824,ToneKa00,2021
Sammy Watkins,BAL,WR,28,13,9,0,0,0,0,0,0,49,27,394,1,1,1,0,0,430,704,WatkSa00,2021
Chris Carson,SEA,RB,27,4,4,0,0,0,54,232,3,6,6,29,0,1,1,0,0,420,481,CarsCh00,2021
Sterling Shepard,NYG,WR,28,7,6,0,0,0,1,-9,0,53,36,366,1,0,0,0,0,420,777,ShepSt00,2021
James Washington,PIT,WR,25,15,2,0,0,0,2,13,0,44,24,285,2,0,0,0,0,420,658,WashJa00,2021
Dan Arnold,2TM,WR,26,11,4,0,0,0,0,0,0,52,35,408,0,1,1,1,0,410,758,ArnoDa00,2021
Harrison Bryant,CLE,TE,23,16,3,0,0,0,0,0,0,28,21,233,3,0,0,0,0,410,623,BryaHa00,2021
Tevin Coleman,NYJ,RB,28,11,5,0,0,0,84,356,0,16,11,49,0,0,0,0,0,410,515,ColeTe01,2021
Phillip Lindsay,2TM,RB,27,14,1,0,0,0,88,249,1,5,4,45,1,0,0,0,0,410,454,LindPh00,2021
Colt McCoy,ARI,QB,35,8,3,740,3,1,22,37,0,0,0,0,0,4,1,0,0,410,413,McCoCo00,2021
Peyton Barber,LVR,RB,27,10,1,0,0,0,55,212,2,13,10,67,0,2,0,0,0,400,499,BarbPe01,2021
Juwan Johnson,NOR,TE,25,14,2,0,0,0,0,0,0,22,13,159,4,0,0,0,0,400,529,JohnJu02,2021
Calvin Ridley,ATL,WR,27,5,5,0,0,0,0,0,0,52,31,281,2,0,0,0,0,400,711,RidlCa00,2021
Damiere Byrd,CHI,WR,28,17,4,0,0,0,0,0,0,38,26,329,1,1,1,1,0,390,649,ByrdDa00,2021
DeeJay Dallas,SEA,RB,23,17,0,0,0,0,33,138,2,23,21,133,0,1,0,0,0,390,601,DallDe00,2021
Ashton Dulin,IND,WR,24,17,1,0,0,0,3,32,0,22,13,173,2,0,0,0,0,390,515,DuliAs00,2021
Donald Parham,LAC,TE,24,14,9,0,0,0,0,0,0,27,20,190,3,0,0,1,0,390,590,ParhDo00,2021
Ricky Seals-Jones,WAS,TE,26,13,6,0,0,0,0,0,0,49,30,271,2,0,0,0,0,390,691,SealRi00,2021
Jonnu Smith,NWE,TE,26,16,11,0,0,0,9,40,0,45,28,294,1,1,0,0,0,390,674,SmitJo01,2021
Geoff Swaim,TEN,TE,28,16,16,0,0,0,0,0,0,40,31,210,3,0,0,0,0,390,700,SwaiGe00,2021
Antoine Wesley,ARI,WR,24,15,4,0,0,0,0,0,0,32,19,208,3,0,0,0,0,390,578,WeslAn01,2021
Ryan Griffin,NYJ,TE,31,14,12,0,0,0,0,0,0,42,27,261,2,1,0,0,0,380,651,GrifRy00,2021
Adam Humphries,WAS,WR,28,17,11,0,0,0,0,0,0,62,41,383,0,0,0,0,0,380,793,HumpAd00,2021
Hayden Hurst,ATL,TE,28,13,5,0,0,0,0,0,0,31,26,221,3,3,1,0,0,380,641,HursHa00,2021
Josiah Deguara,GNB,TE,24,16,2,0,0,0,0,0,0,33,25,245,2,0,0,0,0,370,615,DeguJo00,2021
Marquise Goodwin,CHI,WR,31,14,2,0,0,0,2,-1,0,40,20,313,1,1,0,0,0,370,572,GoodMa00,2021
Jimmy Graham,CHI,TE,35,15,6,0,0,0,0,0,0,23,14,167,3,0,0,1,0,370,507,GrahJi00,2021
Lil'Jordan Humphrey,NOR,WR,23,10,4,0,0,0,0,0,0,18,13,249,2,0,0,0,0,370,499,HumpLi01,2021
Dare Ogunbowale,JAX,RB,27,17,2,0,0,0,43,137,1,21,13,114,1,0,0,0,0,370,501,OgunDa00,2021
Giovani Bernard,TAM,RB,30,12,0,0,0,0,8,58,0,29,23,123,3,1,0,0,0,360,591,BernGi00,2021
Matt Breida,BUF,RB,26,9,0,0,0,0,26,125,1,9,7,72,2,1,1,0,0,360,427,BreiMa00,2021
Tyler Johnson,TAM,WR,23,17,3,0,0,0,0,0,0,55,36,360,0,0,0,0,0,360,720,JohnTy00,2021
Brevin Jordan,HOU,TE,21,9,2,0,0,0,0,0,0,28,20,178,3,0,0,0,0,360,558,JordBr00,2021
Durham Smythe,MIA,TE,26,17,12,0,0,0,2,3,0,41,34,357,0,0,0,0,0,360,700,SmytDu00,2021
Logan Thomas,WAS,TE,30,6,6,0,0,0,0,0,0,25,18,196,3,1,1,0,0,360,536,ThomLo00,2021
Adam Trautman,NOR,TE,24,13,10,0,0,0,0,0,0,43,27,263,2,1,1,0,0,360,633,TrauAd00,2021
Chris Evans,CIN,RB,24,14,1,0,0,0,17,77,0,17,15,151,2,0,0,0,0,350,498,EvanCh02,2021
Cyril Grayson,TAM,WR,28,5,3,0,0,0,1,14,0,12,10,212,2,0,0,0,0,350,446,GrayCy01,2021
Chris Moore,HOU,WR,28,12,1,0,0,0,0,0,0,22,21,227,2,0,0,0,0,350,557,MoorCh00,2021
MyCole Pruitt,TEN,TE,29,16,9,0,0,0,0,0,0,18,14,145,3,0,0,1,0,350,485,PruiMy00,2021
Chester Rogers,TEN,WR,27,16,2,0,0,0,1,9,0,43,30,301,1,4,1,0,0,350,650,RogeCh02,2021
Quintez Cephus,DET,WR,23,5,3,0,0,0,0,0,0,22,15,204,2,0,0,1,0,340,494,CephQu00,2021
Rashard Higgins,CLE,WR,27,15,4,0,0,0,0,0,0,47,24,275,1,0,0,0,0,340,575,HiggRa00,2021
Carlos Hyde,JAX,RB,31,12,2,0,0,0,72,253,1,21,12,65,0,2,2,0,0,340,458,HydeCa00,2021
Gardner Minshew II,PHI,QB,25,4,2,439,4,1,9,21,0,0,0,0,0,1,0,0,0,340,337,MinsGa00,2021
Kyle Rudolph,NYG,TE,32,16,13,0,0,0,0,0,0,39,26,257,1,0,0,1,0,340,597,RudoKy00,2021
Cam Sims,WAS,WR,25,14,3,0,0,0,1,7,0,23,15,211,2,0,0,0,0,340,488,SimsCa00,2021
Le'Veon Bell,2TM,RB,29,8,0,0,0,0,39,101,2,7,5,30,1,0,0,1,0,330,381,BellLe00,2021
Demetric Felton,CLE,RB,23,16,2,0,0,0,7,24,0,21,18,181,2,4,0,0,0,330,505,FeltDe00,2021
Isaiah McKenzie,BUF,WR,26,15,2,0,0,0,9,47,1,26,20,178,1,2,1,0,0,330,525,McKeIs00,2021
Tommy Tremble,CAR,TE,21,16,11,0,0,0,3,11,1,35,20,180,1,0,0,1,0,330,531,TremTo00,2021
Malik Turner,DAL,WR,25,14,0,0,0,0,0,0,0,16,12,149,3,0,0,0,0,330,449,TurnMa00,2021
Ke'Shawn Vaughn,TAM,RB,24,12,1,0,0,0,36,180,2,8,4,26,0,0,0,0,0,330,366,VaugKe00,2021
Ty'Son Williams,BAL,RB,25,13,3,0,0,0,35,185,1,12,9,84,0,1,0,0,0,330,419,WillTy01,2021
Robert Tonyan,GNB,TE,27,8,5,0,0,0,0,0,0,29,18,204,2,0,0,0,0,320,504,TonyRo00,2021
John Bates,WAS,TE,24,17,8,0,0,0,0,0,0,25,20,249,1,1,0,0,0,310,509,BateJo00,2021
Mike Glennon,NYG,QB,32,6,4,790,4,10,7,33,1,0,0,0,0,6,3,0,0,310,309,GlenMi00,2021
Brandon Zylstra,CAR,WR,28,13,3,0,0,0,0,0,0,25,18,250,1,0,0,0,0,310,490,ZylsBr00,2021
John Ross,NYG,WR,26,10,1,0,0,0,1,16,0,20,11,224,1,1,0,0,0,300,410,RossJo00,2021
Will Dissly,SEA,TE,25,15,14,0,0,0,0,0,0,26,21,231,1,1,0,0,0,290,501,DissWi00,2021
Jakeem Grant,2TM,WR,29,15,0,0,0,0,5,33,0,17,11,132,2,3,3,0,0,290,395,GranJa00,2021
Case Keenum,CLE,QB,33,7,2,462,3,1,12,22,0,0,0,0,0,1,1,0,0,290,287,KeenCa00,2021
Isaiah Ford,MIA,WR,25,13,2,0,0,0,0,0,0,17,12,161,2,0,0,0,0,280,401,FordIs00,2021
Craig Reynolds,DET,RB,25,5,2,0,0,0,55,230,0,8,7,52,0,0,0,0,0,280,352,ReynCr00,2021
Greg Ward,PHI,WR,26,17,0,2,0,0,0,0,0,11,7,95,3,0,0,0,0,280,346,WardGr02,2021
Salvon Ahmed,MIA,RB,23,12,0,0,0,0,54,149,0,19,12,117,0,0,0,0,0,270,386,AhmeSa01,2021
Tavon Austin,JAX,WR,31,13,3,0,0,0,3,21,0,37,24,213,1,1,1,0,0,270,514,AustTa00,2021
DJ Chark,JAX,WR,25,4,4,0,0,0,0,0,0,22,7,154,2,0,0,0,0,270,344,CharDJ00,2021
Jamycal Hasty,SFO,RB,25,11,0,0,0,0,16,68,1,29,23,157,0,2,1,0,0,270,495,HastJa02,2021
Ray-Ray McCloud,PIT,WR,25,16,5,0,0,0,2,15,0,66,39,277,0,4,1,0,0,270,662,McClRa00,2021
Elijhaa Penny,NYG,RB,28,17,3,0,0,0,24,99,1,13,9,30,1,0,0,1,0,270,359,PennEl00,2021
James O'Shaughnessy,JAX,TE,29,7,6,0,0,0,0,0,0,34,24,244,0,0,0,1,0,260,504,O'ShJa00,2021
Royce Freeman,2TM,RB,25,15,0,0,0,0,56,169,0,16,10,77,0,0,0,0,0,250,346,FreeRo00,2021
Trey Sermon,SFO,RB,22,9,2,0,0,0,41,167,1,4,3,26,0,0,0,0,0,250,283,SermTr00,2021
Maxx Williams,ARI,TE,27,5,5,0,0,0,0,0,0,17,16,193,1,0,0,0,0,250,413,WillMa04,2021
Tim Boyle,DET,QB,27,5,3,526,3,6,2,13,0,0,0,0,0,1,0,0,1,240,243,BoylTi00,2021
Joe Flacco,NYJ,QB,36,2,1,338,3,0,2,3,0,0,0,0,0,1,1,0,0,240,238,FlacJo00,2021
Kendall Hinton,DEN,WR,24,16,1,1,0,0,0,0,0,23,15,175,1,0,0,0,0,240,385,HintKe00,2021
Cooper Rush,DAL,QB,28,5,1,422,3,1,9,-8,0,0,0,0,0,1,1,0,0,240,241,RushCo00,2021
Ihmir Smith-Marsette,MIN,WR,22,8,1,0,0,0,0,0,0,6,5,116,2,0,0,0,0,240,286,SmitIh00,2021
Brock Wright,DET,TE,23,10,5,0,0,0,0,0,0,17,12,117,2,0,0,0,0,240,357,WrigBr01,2021
Stephen Anderson,LAC,TE,28,17,4,0,0,0,0,0,0,19,16,165,1,0,0,0,0,230,385,AndeSt01,2021
Corey Clement,DAL,RB,27,17,0,0,0,0,33,140,0,7,6,29,1,0,0,0,0,230,289,ClemCo00,2021
Tyler Kroft,NYJ,TE,29,9,6,0,0,0,0,0,0,25,16,173,1,0,0,0,0,230,393,KrofTy00,2021
Jerick McKinnon,KAN,RB,29,13,0,0,0,0,12,62,0,20,13,107,1,0,0,0,0,230,359,McKiJe00,2021
Adrian Peterson,2TM,RB,36,4,3,0,0,0,38,98,2,4,4,8,0,1,0,0,0,230,266,PeteAd01,2021
Anthony Schwartz,CLE,WR,21,14,2,0,0,0,6,39,0,23,10,135,1,0,0,0,0,230,334,SchwAn00,2021
Tajae Sharpe,ATL,WR,27,15,7,0,0,0,0,0,0,37,25,230,0,0,0,0,0,230,480,SharTa00,2021
Albert Wilson,MIA,WR,29,14,5,0,0,0,4,17,0,39,25,213,0,0,0,0,0,230,480,WilsAl02,2021
Eno Benjamin,ARI,RB,22,9,0,0,0,0,34,118,1,7,6,42,0,0,0,0,0,220,280,BenjEn00,2021
Parris Campbell,IND,WR,24,6,3,0,0,0,0,0,0,20,10,162,1,0,0,0,0,220,322,CampPa00,2021
Blake Jarwin,DAL,TE,27,8,5,0,0,0,0,0,0,17,11,96,2,0,0,0,0,220,326,JarwBl00,2021
Jermar Jefferson,DET,RB,21,7,0,0,0,0,15,74,2,5,4,23,0,0,0,0,0,220,257,JeffJe00,2021
Breshad Perriman,TAM,WR,28,6,0,0,0,0,1,-3,0,18,11,167,1,0,0,0,0,220,334,PerrBr02,2021
Eric Ebron,PIT,TE,28,8,3,0,0,0,1,1,1,18,12,84,1,0,0,0,0,210,325,EbroEr00,2021
Marcedes Lewis,GNB,TE,37,17,17,0,0,0,0,0,0,28,23,214,0,1,0,0,0,210,444,LewiMa00,2021
Jordan Love,GNB,QB,23,6,1,411,2,3,12,27,0,0,0,0,0,3,1,1,0,210,211,LoveJo03,2021
Malcolm Brown,MIA,RB,28,7,3,0,0,0,33,125,1,5,3,10,0,0,0,0,0,200,225,BrowMa03,2021
O.J. Howard,TAM,TE,27,17,9,0,0,0,0,0,0,21,14,135,1,0,0,0,0,200,335,HowaO.00,2021
Godwin Igwebuike,DET,RB,27,17,1,0,0,0,18,118,1,10,7,60,0,2,2,0,0,200,268,IgweGo00,2021
James Proche,BAL,WR,25,14,0,0,0,0,0,0,0,20,16,202,0,0,0,0,0,200,362,ProcJa00,2021
JuJu Smith-Schuster,PIT,WR,25,5,5,0,0,0,3,9,1,28,15,129,0,0,0,0,0,200,348,SmitJu00,2021
Kene Nwangwu,MIN,RB,23,11,0,0,0,0,13,61,0,5,4,9,0,0,0,0,0,190,230,NwanKe00,2021
Ian Thomas,CAR,TE,25,17,13,0,0,0,0,0,0,30,18,188,0,0,0,0,0,190,368,ThomIa00,2021
Nick Vannett,NOR,TE,28,7,2,0,0,0,0,0,0,15,9,133,1,0,0,0,0,190,283,VannNi00,2021
James White,NWE,RB,29,3,0,0,0,0,10,38,1,14,12,94,0,0,0,0,0,190,312,WhitJa02,2021
Jordan Akins,HOU,TE,29,13,3,0,0,0,1,3,0,33,24,214,0,2,2,0,0,180,417,AkinJo00,2021
Noah Brown,DAL,WR,25,13,1,0,0,0,0,0,0,25,16,184,0,0,0,0,0,180,344,BrowNo00,2021
D'Wayne Eskridge,SEA,WR,24,10,0,0,0,0,4,59,0,20,10,64,1,0,0,0,0,180,283,EskrDW00,2021
KhaDarel Hodge,DET,WR,26,16,1,0,0,0,0,0,0,27,13,157,0,0,0,1,0,180,307,HodgKh00,2021
Mason Rudolph,PIT,QB,26,2,1,277,1,1,5,53,0,0,0,0,0,1,0,0,0,180,184,RudoMa00,2021
Mohamed Sanu,SFO,WR,32,8,0,0,0,0,0,0,0,24,15,177,0,0,0,0,0,180,327,SanuMo00,2021
Nick Foles,CHI,QB,32,1,1,250,1,0,4,8,0,0,0,0,0,1,0,0,1,170,168,FoleNi00,2021
Jody Fortson,KAN,TE,26,6,0,0,0,0,0,0,0,5,5,47,2,0,0,0,0,170,217,FortJo01,2021
Zach Gentry,PIT,TE,25,17,12,0,0,0,0,0,0,25,19,167,0,0,0,0,0,170,357,GentZa00,2021
Tony Jones,NOR,RB,24,11,4,0,0,0,54,142,0,8,5,29,0,0,0,0,0,170,221,JoneTo04,2021
Austin Walter,NYJ,RB,25,4,0,0,0,0,26,101,1,3,2,9,0,0,0,0,0,170,190,WaltAu00,2021
Jonathan Williams,WAS,RB,27,5,0,0,0,0,17,79,1,6,4,28,0,0,0,0,0,170,207,WillJo07,2021
Dyami Brown,WAS,WR,22,15,6,0,0,0,1,-4,0,25,12,165,0,0,0,0,0,160,281,BrowDy00,2021
C.J. Ham,MIN,RB,28,17,8,0,0,0,7,34,0,18,17,125,0,0,0,0,0,160,329,HamxC.00,2021
N'Keal Harry,NWE,WR,24,12,4,0,0,0,0,0,0,22,12,184,0,1,1,0,0,160,284,HarrNK00,2021
Marcus Johnson,TEN,WR,27,7,3,0,0,0,2,-2,0,19,9,160,0,0,0,0,0,160,248,JohnMa07,2021
Terrace Marshall Jr.,CAR,WR,21,13,3,0,0,0,0,0,0,30,17,138,0,0,0,1,0,160,328,MarsTe00,2021
Qadree Ollison,ATL,RB,25,8,0,0,0,0,21,105,1,6,4,12,0,1,1,0,0,160,197,OlliQa00,2021
Kristian Wilkerson,NWE,WR,24,3,1,0,0,0,0,0,0,8,4,42,2,0,0,0,0,160,202,WilkKr00,2021
Pharaoh Brown,HOU,TE,27,15,12,0,0,0,0,0,0,34,23,171,0,1,1,0,0,150,381,BrowPh01,2021
Alec Ingold,LVR,RB,25,9,3,0,0,0,2,1,0,12,10,85,1,0,0,0,0,150,246,IngoAl01,2021
Marcus Mariota,LVR,QB,28,10,0,4,0,0,13,87,1,0,0,0,0,1,0,0,0,150,149,MariMa01,2021
Dante Pettis,NYG,WR,26,3,0,16,0,0,0,0,0,16,10,87,1,1,0,0,0,150,253,PettDa00,2021
Larry Rountree,LAC,RB,22,12,0,0,0,0,36,87,1,2,1,-1,0,0,0,0,0,150,156,RounLa00,2021
Trent Sherfield,SFO,WR,25,17,1,0,0,0,0,0,0,20,9,87,1,0,0,0,0,150,237,SherTr00,2021
J.J. Taylor,NWE,RB,23,5,0,0,0,0,19,37,2,4,4,8,0,1,1,0,0,150,185,TaylJJ01,2021
Patrick Taylor,GNB,RB,23,9,0,0,0,0,23,89,1,2,2,3,0,0,0,0,0,150,172,TaylPa01,2021
Brandon Allen,CIN,QB,29,6,1,149,2,0,7,-1,0,0,0,0,0,1,0,0,0,140,139,AlleBr00,2021
Jesper Horsted,CHI,TE,24,7,0,0,0,0,0,0,0,3,2,21,2,0,0,0,0,140,161,HorsJe00,2021
Scott Miller,TAM,WR,24,9,0,0,0,0,2,43,1,9,5,38,0,0,0,0,0,140,191,MillSc01,2021
Ty Montgomery,NOR,WR,28,14,3,0,0,0,15,44,0,26,16,95,0,0,0,0,0,140,299,MontTy01,2021
P.J. Walker,CAR,QB,26,5,1,362,1,3,7,13,0,0,0,0,0,3,1,0,1,140,138,WalkPh00,2021
Wayne Gallman,2TM,RB,27,8,0,0,0,0,28,104,0,3,1,21,0,0,0,0,0,130,135,GallWa00,2021
Chris Manhertz,JAX,TE,29,17,10,0,0,0,0,0,0,9,6,71,1,0,0,0,0,130,191,ManhCh00,2021
Sean Mannion,MIN,QB,29,1,1,189,1,0,2,14,0,0,0,0,0,0,0,0,0,130,130,MannSe00,2021
Denzel Mims,NYJ,WR,24,11,3,0,0,0,0,0,0,23,8,133,0,0,0,0,0,130,213,MimsDe00,2021
Patrick Ricard,BAL,RB,27,13,11,0,0,0,2,4,0,13,8,63,1,0,0,0,0,130,207,RicaPa00,2021
Ben Skowronek,LAR,WR,24,14,1,0,0,0,0,0,0,20,11,133,0,0,0,0,0,130,243,SkowBe00,2021
Lee Smith,ATL,TE,34,16,6,0,0,0,0,0,0,11,9,65,1,0,0,0,0,130,215,SmitLe00,2021
Kenny Stills,NOR,WR,29,13,4,0,0,0,1,1,0,23,6,68,1,0,0,0,0,130,189,StilKe00,2021
Michael Burton,KAN,RB,29,16,0,0,0,0,8,26,1,3,3,31,0,0,0,0,0,120,147,BurtMi00,2021
Jacob Hollister,JAX,TE,28,7,2,0,0,0,0,0,0,14,9,55,1,0,0,0,0,120,205,HollJa03,2021
Brian Hoyer,NWE,QB,36,5,0,227,1,0,11,-8,0,0,0,0,0,0,0,0,0,120,123,HoyeBr00,2021
Jesse James,CHI,TE,27,14,9,0,0,0,0,0,0,8,7,62,1,0,0,0,0,120,192,JameJe00,2021
Joshua Kelley,LAC,RB,24,10,0,0,0,0,33,102,0,6,5,38,0,1,1,0,0,120,170,KellJo01,2021
Tom Kennedy,DET,WR,25,12,0,75,1,0,0,0,0,10,6,54,0,0,0,0,0,120,184,KennTo01,2021
Antony Auclair,HOU,TE,28,16,13,0,0,0,0,0,0,5,5,47,1,0,0,0,0,110,157,AuclAn00,2021
Phillip Dorsett,3TM,WR,28,6,0,0,0,0,1,0,0,14,7,110,0,0,0,0,0,110,180,DorsPh00,2021
Ross Dwelley,SFO,TE,26,17,2,0,0,0,0,0,0,5,4,51,1,0,0,0,0,110,151,DwelRo00,2021
Dez Fitzpatrick,TEN,WR,24,4,0,0,0,0,0,0,0,8,5,49,1,0,0,0,0,110,159,FitzDe00,2021
Jake Fromm,NYG,QB,23,3,2,210,1,3,8,65,0,0,0,0,0,2,1,0,0,110,109,FromJa00,2021
Kylen Granson,IND,TE,23,17,0,0,0,0,0,0,0,15,11,106,0,0,0,0,0,110,216,GranKy00,2021
Collin Johnson,NYG,WR,24,12,1,0,0,0,0,0,0,21,11,105,0,0,0,0,0,110,215,JohnCo01,2021
Marlon Mack,IND,RB,25,6,0,0,0,0,28,101,0,5,2,8,0,0,0,0,0,110,129,MackMa00,2021
Jalen Richard,LVR,RB,28,10,0,0,0,0,9,40,0,14,12,72,0,0,0,0,0,110,232,RichJa01,2021
Eric Saubert,DEN,TE,27,17,4,0,0,0,0,0,0,12,8,47,1,0,0,0,0,110,187,SaubEr00,2021
Adam Shaheen,MIA,TE,27,12,7,0,0,0,0,0,0,16,12,110,0,0,0,0,0,110,230,ShahAd00,2021
Jeff Smith,NYJ,WR,24,12,3,0,0,0,1,-1,0,17,8,113,0,0,0,0,0,110,192,SmitJe03,2021
Benny Snell Jr.,PIT,RB,23,17,0,0,0,0,36,98,0,4,2,13,0,0,0,0,0,110,131,SnelBe00,2021
Equanimeous St. Brown,GNB,WR,25,13,2,0,0,0,3,14,0,17,9,98,0,0,0,0,0,110,202,St.BEq00,2021
Ryquell Armstead,JAX,RB,25,2,0,0,0,0,15,80,0,4,3,16,0,0,0,0,0,100,126,ArmsRy00,2021
Blake Bell,KAN,TE,30,16,5,0,0,0,4,10,0,13,9,87,0,0,0,0,0,100,187,BellBl00,2021
Trinity Benson,DET,WR,24,8,2,0,0,0,0,0,0,22,10,103,0,0,0,0,0,100,203,BensTr00,2021
Noah Gray,KAN,TE,22,16,1,0,0,0,0,0,0,10,7,36,1,0,0,0,0,100,166,GrayNo00,2021
Chris Herndon,MIN,TE,25,16,5,0,0,0,0,0,0,7,4,40,1,0,0,0,0,100,140,HernCh00,2021
Chris Hogan,NOR,WR,34,5,1,0,0,0,0,0,0,8,4,41,1,0,0,0,0,100,141,HogaCh00,2021
Nick Mullens,CLE,QB,26,1,1,147,1,0,0,0,0,0,0,0,0,0,0,0,0,100,99,MullNi00,2021
Shi Smith,CAR,WR,23,6,0,0,0,0,1,-3,0,11,6,104,0,0,0,0,0,100,161,SmitSh03,2021
Tommy Sweeney,BUF,TE,26,13,3,0,0,0,0,0,0,12,9,44,1,1,0,0,0,100,194,SweeTo00,2021
Auden Tate,CIN,WR,24,7,0,0,0,0,0,0,0,4,3,39,1,0,0,0,0,100,129,TateAu00,2021
Cameron Batson,TEN,WR,26,4,0,0,0,0,2,15,0,5,2,15,1,0,0,0,0,90,110,BatsCa00,2021
